area_id,station_id,station_name,station_lon,station_lat,distance_km
proenca-a-nova,6215302,"Lisboa, Carnide (CML)",-9.1855,38.7751,156.86391860638295
proenca-a-nova,1210847,Viana do Alentejo,-8.04553888,38.3319194,156.99269871057584
proenca-a-nova,1210848,"Portel, Oriola",-7.86666667,38.31666667,157.82665161322208
proenca-a-nova,1200535,Lisboa (Geofísico),-9.14972222,38.71907778,159.01452459474112
proenca-a-nova,1240929,"Setúbal, Areias",-8.89066111,38.54846667,159.53644173220067
proenca-a-nova,1210770,Setúbal,-8.89077058,38.54846008,159.54235645346702
proenca-a-nova,7240919,"Lisboa, Amoreiras (LFCL)",-9.1649,38.7239,159.55697744888155
proenca-a-nova,1210657,Luzim,-8.2490333,41.14585,159.81970129731397
proenca-a-nova,1210655,"Pinhão, Santa Bárbara",-7.5489722,41.172775,161.40084642396792
proenca-a-nova,1210776,"Alcácer do Sal, Barrosinha",-8.48333333,38.36666667,161.67176037276712
proenca-a-nova,1210762,"Lisboa, Tapada da Ajuda",-9.182825,38.70956111,161.78496101874705
proenca-a-nova,1240935,Amadora,-9.24244,38.757579,161.80768821679354
proenca-a-nova,6215360,Oeiras / Vila Fria (CMO),-9.2939255,38.7239536,167.62879640030957
proenca-a-nova,1240546,"Porto, Serra do Pilar",-8.6025,41.1385194,167.89522935184385
proenca-a-nova,1240903,"Porto, Massarelos",-8.62598,41.15257,170.093902869249
proenca-a-nova,1210752,Sintra/Tapada do Mouco,-9.400398,38.781669,170.44173785929672
proenca-a-nova,1200567,Vila Real,-7.7171,41.27418611,170.95628490234137
proenca-a-nova,1210773,"Almada, P.Rainha",-9.212804,38.617111,171.0019814824661
proenca-a-nova,1210747,"Sintra, Colares",-9.46,38.8126,172.40170121112112
proenca-a-nova,1210644,Carrazêda de Ansiães,-7.28333333,41.23333333,172.9628172401951
proenca-a-nova,1210649,S. Gens,-8.64445,41.18445,173.95846935813796
proenca-a-nova,1240566,Vila Real (Cidade),-7.740522,41.30898056,174.68921669073225
proenca-a-nova,1210654,Moncorvo,-7.01666667,41.18333333,175.53476982140648
proenca-a-nova,1210643,Paços Ferreira,-8.38012,41.27365,176.18852174438996
proenca-a-nova,1210750,Cabo da Roca,-9.4975361,38.78171,177.0727944431928
proenca-a-nova,1210851,Amareleja,-7.2261,38.2007,179.2055418270558
proenca-a-nova,1200545,"Porto, Pedras Rubras (Aeródromo)",-8.681332,41.233502,180.18165916361434
proenca-a-nova,1210765,Cabo Raso,-9.48538333,38.70900833,181.2684002319786
proenca-a-nova,1200562,Beja,-7.867275,38.02493056,190.20907547539758
proenca-a-nova,6212410,Vila Nova Famalicão (CIM),-8.52185,41.3882,191.69919499252225
proenca-a-nova,1210625,Guimarães,-8.3178,41.4289,191.76514745427076
proenca-a-nova,1210630,Cabeceiras de Basto,-7.96666667,41.53333333,199.55363943397867
proenca-a-nova,1210637,Mogadouro,-6.73333333,41.33333333,201.03021335288344
proenca-a-nova,1210783,Alvalade,-8.394504,37.946806,204.3022979260083
proenca-a-nova,1210632,Mirandela,-7.19083889,41.51478611,205.13661497781553
proenca-a-nova,6212124,Braga (CIM),-8.42514722,41.53568333,205.32194107267216
proenca-a-nova,1210622,"Braga, Merelim",-8.45003056,41.56678056,209.17385362993187
proenca-a-nova,6212125,Barcelos (CIM),-8.62705278,41.529375,209.32002721661198
proenca-a-nova,6212126,Esposende (CIM),-8.77984444,41.52645556,213.40021913644762
proenca-a-nova,1200541,Sines,-8.838271,37.954504,215.6071583990199
proenca-a-nova,6212123,Vila Verde (CIM),-8.43398056,41.64686111,217.50223099676313
proenca-a-nova,6212122,Amares Caldelas (CIM),-8.37977778,41.66796389,218.81246343713585
proenca-a-nova,1210619,Cabril,-8.01666667,41.71666667,220.11509697039608
proenca-a-nova,6212121,Terras de Bouro/Barral (CIM),-8.31808611,41.70225278,221.56334403721922
proenca-a-nova,1210863,"Mértola, Vale Formoso",-7.55,37.75,222.31686265475437
proenca-a-nova,1210633,"Macedo Cavaleiros, Bagueixe",-6.78333333,41.56666667,222.36904266734925
proenca-a-nova,1210616,Chaves (Aeródromo),-7.46540833,41.72516667,223.0892662440017
proenca-a-nova,6211218,Ponte De Lima - Anais (CIM),-8.522444,41.698083,224.80022955420944
proenca-a-nova,1200551,"Viana Castelo, Chafé",-8.804606,41.648875,226.8128173677338
proenca-a-nova,1210615,Ponte de Lima,-8.56671389,41.75013889,231.33851531870462
proenca-a-nova,1210611,Montalegre,-7.78797778,41.82276667,231.5503311917454
proenca-a-nova,1240610,Viana do Castelo,-8.82916,41.695,232.328323108817
proenca-a-nova,6211217,Viana Do Castelo - Fonte Louçã (CIM),-8.815306,41.745722,237.19233036899863
proenca-a-nova,6211216,Arcos De Valdevez - Heliporto (CIM),-8.44375,41.831,237.63247511192506
proenca-a-nova,1210635,Miranda do Douro,-6.28333333,41.51666667,238.10470091071124
proenca-a-nova,6211214,Ponte Da Barca - Lindoso (CIM),-8.192542,41.872525,238.70310100202795
proenca-a-nova,1210864,"Castro Verde, N.Corvo",-7.97211389,37.57655833,240.18597457832837
proenca-a-nova,1210612,Vinhais,-7.0034416,41.8434,244.58577436432628
proenca-a-nova,6211215,Caminha - Agra De Baixo (CIM),-8.715642,41.847817,245.2409680566352
proenca-a-nova,6211213,Paredes De Coura - Vascões (CIM),-8.492111,41.913444,247.44131783676147
proenca-a-nova,1200575,Bragança,-6.74283889,41.80388889,247.874835673676
proenca-a-nova,1210785,Ourique / Santana Da Serra,-8.3019,37.5025,251.21338315275005
proenca-a-nova,1210788,Zambujeira,-8.74286944,37.58195833,251.51345639398517
proenca-a-nova,6211212,Vila Nova De Cerveira- Alto Pena (CIM),-8.711917,41.920056,252.8151123536685
proenca-a-nova,1200576,Bragança (Aeródromo),-6.70796389,41.85763611,254.50007288702574
proenca-a-nova,1210577,"Odemira, S.Teotónio",-8.72899167,37.54710833,254.84009431541222
proenca-a-nova,1210865,"Alcoutim, Mart.Longo",-7.76666667,37.43333333,255.986381090905
proenca-a-nova,1210606,"Lamas de Mouro, P.Ribeiro",-8.18333333,42.03333333,256.3577137216298
proenca-a-nova,1210604,V.N.Cerveira (Aeródromo),-8.66676111,41.96673056,256.74055548207656
proenca-a-nova,6211211,Monção - Guimil (CIM),-8.421872,42.042944,260.3415411137276
proenca-a-nova,1210605,"Monção, Valinha",-8.383347,42.06669,262.3641428616377
proenca-a-nova,1210553,Loulé / Cavalos De Caldeirão,-7.9534,37.3042,270.3344627701896
proenca-a-nova,1210790,Fóia,-8.595733,37.3143,276.7044751482395
proenca-a-nova,1210789,Aljezur,-8.80001667,37.31675278,281.1293717710014
proenca-a-nova,1210867,Castro Marim (RN Sapal),-7.45,37.21666667,282.1447318706578
proenca-a-nova,1210866,Vila Real de S.António,-7.416325,37.1871055,285.78012919079424
proenca-a-nova,6210872,Loulé (CML),-8.06523593,37.129946,290.1161414851244
proenca-a-nova,1210883,Tavira,-7.62050375,37.12166968,291.1832171581622
proenca-a-nova,1210878,Portimão (Aeródromo),-8.581389,37.149167,294.3010180405881
proenca-a-nova,1210874,Albufeira,-8.262,37.0935,295.7188569120983
proenca-a-nova,6210879,Portimão (Praia da Rocha),-8.52946314,37.11670461,296.89216087049994
proenca-a-nova,1210881,"Olhão, EPPO",-7.821,37.033,300.3138120848579
proenca-a-nova,1200554,Faro (Aeródromo),-7.971953,37.016579,302.29120868015303
proenca-a-nova,1200533,Sagres,-8.949089,37.012835,317.25428567267
proenca-a-nova,1200524,Porto Santo,-16.34868,33.074029,1060.7202067523708
proenca-a-nova,1210978,"Madeira, S. Lourenço",-16.706,32.747,1110.0399232268664
proenca-a-nova,1210960,"Madeira, S. Jorge, Santana",-16.906219,32.83446944,1115.9605677486204
proenca-a-nova,1210965,"Madeira, Santana",-16.8864166,32.808238,1116.7642565120082
proenca-a-nova,1200521,Santa Catarina (Aeródromo),-16.77612,32.69688,1118.5911354671673
proenca-a-nova,1210975,"Madeira, Santo da Serra",-16.816822,32.7258972,1118.8660799883653
proenca-a-nova,1210974,"Madeira, Pico do Areeiro",-16.928271,32.735107,1125.3295976131915
proenca-a-nova,1210973,"Madeira, Areeiro",-16.91666667,32.71666667,1126.0558418946673
proenca-a-nova,1210972,"Madeira, Pico Alto",-16.903955,32.693491,1127.0949972065314
proenca-a-nova,1210967,"Madeira, São Vicente",-17.044722,32.8001833,1127.7317381294645
proenca-a-nova,1210977,"Madeira, Cancela",-16.86575,32.64500556,1128.5403562514462
proenca-a-nova,1210976,"Madeira, Monte",-16.906944,32.675833,1128.7082123587368
proenca-a-nova,1200522,Funchal,-16.888,32.64786,1129.7411321108157
proenca-a-nova,1210956,"Madeira, Porto Moniz",-17.171373,32.867477,1130.7593638669753
proenca-a-nova,1210970,"Madeira, Bica da Cana",-17.0576888,32.75646944,1132.0503089989534
proenca-a-nova,1240971,"Madeira, Funchal, Lido",-16.935592,32.63655,1133.719225316658
proenca-a-nova,1210980,"Madeira, Lombo da Terça",-17.202,32.831,1135.6479943277702
proenca-a-nova,1210984,"Madeira, Quinta Grande",-17.01503611,32.6629722,1136.734392861647
proenca-a-nova,1210990,"Madeira, Calheta",-17.26321389,32.81384167,1141.0450962439395
proenca-a-nova,1210986,Ponta do Sol/Lugar de Baixo,-17.104167,32.681502,1141.051008813458
proenca-a-nova,1210987,Prazeres (Calheta),-17.201551,32.757205,1141.428422589661
proenca-a-nova,1210520,Ilhas selvagens,-15.869153,30.140595,1290.8433187345806
proenca-a-nova,1210932,"S. Miguel, Nordeste",-25.150108,37.83256,1515.049177907849
proenca-a-nova,11217165,Santa Maria / Maia (DROTRH),-25.0176,36.9412,1529.6274289542255
proenca-a-nova,11217255,São Miguel / Lagoa das Furnas (DROTRH),-25.3291,37.7619,1532.2105712046641
