area_id,cell_id,cell_seq,cell_size_m,grid_x_min,grid_y_min,grid_x_max,grid_y_max,cell_area_m2,coverage_ratio,centroid_x,centroid_y,centroid_lon,centroid_lat,municipio,distrito_ilha,nuts1,nuts2,nuts3,nuts3_cod,source_boundary_dataset,boundary_curated_at_utc,cells_attributes_curated_at_utc,altitude_m,slope_deg,aspect_deg,land_cover_class,land_cover_macroclass,land_cover_pct_dominant,dominant_forest_type,dominant_fuel_model,tree_cover_density,structural_hazard,conjunctural_hazard,attributes_status,land_cover_code,land_cover_label,land_cover_source,structural_hazard_code
proenca-a-nova,proenca-a-nova-0031,31,1000,31000,19000,32000,20000,578069.3366932669,0.5780693366932669,31298.207231928824,19508.37761826455,-7.767426932622266,39.84338574029526,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,11.145354,331.699768,Florestas de pinheiro bravo,florestas,83.3257649804772,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0032,32,1000,23000,18000,24000,19000,243329.50999144078,0.2433295099914408,23796.180106082436,18269.909328548096,-7.855122824533823,39.83247484231359,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,18.043081,158.276932,Florestas de pinheiro bravo,florestas,77.16830793850013,,,,muito_alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,5
proenca-a-nova,proenca-a-nova-0033,33,1000,24000,18000,25000,19000,1000000.0,1.0,24500.0,18500.0,-7.846892338274495,39.83452712728394,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,20.015873,134.361908,Florestas de pinheiro bravo,florestas,69.25438774346937,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0034,34,1000,25000,18000,26000,19000,1000000.0,1.0,25500.0,18500.0,-7.835210198555778,39.83449771929084,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,14.584069,50.10223,Florestas de pinheiro bravo,florestas,79.38795331979584,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0035,35,1000,26000,18000,27000,19000,1000000.0,1.0,26500.0,18500.0,-7.823528076332032,39.834467135023026,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,16.062857,6.261192,Florestas de eucalipto,florestas,45.78498206996307,,,,alta,,partial,5.1.1.6,Florestas de eucalipto,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0036,36,1000,27000,18000,28000,19000,1000000.0,1.0,27500.0,18500.0,-7.811845972289273,39.83443537448583,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,15.903281,71.343269,Florestas de pinheiro bravo,florestas,72.32334673398648,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0037,37,1000,28000,18000,29000,19000,1000000.0,1.0,28500.0,18500.0,-7.800163887113514,39.834402437684744,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,14.740913,168.180283,Florestas de pinheiro bravo,florestas,56.54114153617699,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0038,38,1000,29000,18000,30000,19000,1000000.0,1.0,29500.0,18500.0,-7.788481821490761,39.83436832462547,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,17.828142,144.53392,Florestas de pinheiro bravo,florestas,82.42181651599495,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0039,39,1000,30000,18000,31000,19000,1000000.0,1.0,30500.0,18500.0,-7.776799776107012,39.83433303531392,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,16.620176,17.446062,Florestas de pinheiro bravo,florestas,77.09112947265484,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0040,40,1000,31000,18000,32000,19000,739365.76891073,0.73936576891073,31397.839352153653,18423.117905008487,-7.7663148769347,39.83360792793026,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,4.4567,264.487335,Florestas de pinheiro bravo,florestas,79.4875259949665,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
proenca-a-nova,proenca-a-nova-0041,41,1000,32000,18000,33000,19000,41464.78877838953,0.04146478877838953,32077.75781382571,18125.820436541642,-7.758386692737306,39.83090500442066,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,7.748662,204.834381,Florestas de pinheiro bravo,florestas,89.61344731592487,,,,media,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,3
proenca-a-nova,proenca-a-nova-0042,42,1000,19000,17000,20000,18000,14231.975768674809,0.014231975768674809,19859.325472783476,17048.200413487782,-7.901149533306516,39.82157272729163,Proença-a-Nova,Castelo Branco,Continente,Centro,Beira Baixa,195,CAOP_Continente_2025,2026-04-05T13:21:13.074478+00:00,2026-04-05T13:36:15.102287+00:00,,12.494391,335.668884,Florestas de pinheiro bravo,florestas,78.69965412008281,,,,alta,,partial,5.1.2.1,Florestas de pinheiro bravo,COS2018v3-S2,4
